zip,business_name,address,city,phone,price,cuisine,state,pageUrl,item_price/_source,item_price,item_price2/_source,item_name,category,item_price/_currency,item_name2,item_price2/_currency,item_price2
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$7.25; $10.25; $10.25","7.25; 10.25; 10.25","$9.05; $8.55","Cheese Quesadilla; Sliced Steak & Roasted Portobello Mushrooms Quesadilla; Roasted Cajun Chicken & Crispy Bacon Quesadilla","Mexican Corner - Sizzling Quesadillas","USD; USD; USD","Rosemary Chicken Quesadilla; Spinach, Roasted Mushrooms and Olives Quesadilla","USD; USD","9.05; 8.55"
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$16.95; $8.50","16.95; 8.5","$13.95","Skirt Steak Fajita; Chili Rice Bowl","Mexican Corner - Fajitas","USD; USD","Chicken Fajita","USD","13.95"
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$3.75; $3.75; $4.95; $5.25; $4.95; $5.25; $4.25; $6.95; $4.95; $5.25","3.75; 3.75; 4.95; 5.25; 4.95; 5.25; 4.25; 6.95; 4.95; 5.25","$4.75; $4.75; $4.95; $4.50; $5.25; $4.25; $4.50; $3.95; $3.50","Side Order of French Fries; Baked Potato; Side Order of Sweet Potato Fries; Side Order of Fruit Salad; Side Order of Cottage Cheese Over Lettuce; Side Order of Dolmades; Side of Vegetables; Side Order of Linguine w/Tomato Sauce; Order of Corned Beef Hash; Bowl of Chili","Side Orders","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","Side Order of Fresh Cut Fries; Side of Avocado; Side Order of Waffle Fries; Basket of Onion Rings; Side of Feta Cheese; Side of Rice; Side Order of Bacon; Order of Cole Slaw; Side Order of Potato Salad","USD; USD; USD; USD; USD; USD; USD; USD; USD","4.75; 4.75; 4.95; 4.5; 5.25; 4.25; 4.5; 3.95; 3.5"
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$8.45; $10.45; $10.45; $10.45","8.45; 10.45; 10.45; 10.45","$10.45; $9.45; $10.45","1. Ham & Mozzarella Cheese Crepe; 3. Fresh Roast Turkey, Bacon & Swiss Cheese Crepe; 5. Prosciutto, Mozzarella & Asparagus Crepe; 7. Breaded Crunchy Chicken Fingers w/Mozzarella Crepe","Tasty`s Crepes","USD; USD; USD; USD","2. Chicken, Mushroom, Red Peppers & Pesto Crepe; 4. Bacon, Egg & Cheese Crepe; 6. Breaded Crunchy Chicken Tenders w/Cranberries Crepe","USD; USD; USD","10.45; 9.45; 10.45"
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$8.45; $8.45; $8.45; $8.45","8.45; 8.45; 8.45; 8.45","$8.45; $8.45; $8.45; $10.45","1. Strawberries & Peanut Butter Crepe; 2. Strawberries & Nutella Crepe; 3. Strawberries w/Chocolate Syrup Crepe; 5. Apple, Caramel & Walnuts Crepe","Sweet & Fruity Crepes","USD; USD; USD; USD","2. Bananas & Nutella Crepe; 2. Blueberries & Nutella Crepe; 4. Nutella Crepe w/Scoop of Ice Cream; Ultimate Tasty Crepe","USD; USD; USD; USD","8.45; 8.45; 8.45; 10.45"
,,,,,,,,"http://www.seamless.com/food-delivery/tasty-diner-astoria.23074.r","$4.45; $3.45; $4.00; $2.25; $2.50; $6.45; $6.45; $7.25","4.45; 3.45; 4; 2.25; 2.5; 6.45; 6.45; 7.25","$4.00; $5.00; $2.50; $4.25; $2.45; $7.00; $7.00","Creamy Cheese Cake; Pie; Carrot Cake; Marble Pound Cake; Strawberry Jello; Walnut Sundae; Fried Ice Cream; Caramel Fudge Brownie Sundae","Hello My Sweet","USD; USD; USD; USD; USD; USD; USD; USD","Chocolate Layer Cake; Pie a la Mode; Chocolate Chip Jumbo Cookie; Creamy Homemade Rice Pudding; One Scoop of Ice Cream; Banana Split Royal; Peanut Butter Sundae","USD; USD; USD; USD; USD; USD; USD","4; 5; 2.5; 4.25; 2.45; 7; 7"
"10016","Bagel Cafe Catering Menu (3rd Ave)","429 3rd Ave. (3rd Ave. & E 30th St.)","NY","(212) 679-9845",,"Bagels","NY","http://www.seamless.com/food-delivery/bagel-cafe-catering-menu-3rd-ave-ny-metro.23531.r",,,,,,,,,
"06850","Blue Cactus Grill (Norwalk)","51 Stevens St (Magnolia Ave. & Stevens St.)","Norwalk","(203) 838-8800","$$","Sandwiches and Wraps","CT","http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$2.50; $3.50; $3.50; $5.95","2.5; 3.5; 3.5; 5.95","$4.50; $5.95; $5.95","Egg Breakfast Sandwich; Egg & Cheese Breakfast Sandwich; Pepper & Egg Breakfast Sandwich; The Bronx Bomber Breakfast Sandwich","Breakfast Sandwiches","USD; USD; USD; USD","Egg White Breakfast Sandwich; Steak & Egg Breakfast Sandwich; Healthy Start Breakfast Sandwich","USD; USD; USD","4.5; 5.95; 5.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$6.50; $5.95; $5.95","6.5; 5.95; 5.95","$6.50; $6.50","Eye Opener Breakfast Wrap; Spring Hill Scramble Breakfast Wrap; Spicy Sunrise Breakfast Wrap","Breakfast Wraps","USD; USD; USD","San Diego Breakfast Wrap; Gonzo Breakfast Wrap","USD; USD","6.5; 6.5"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$5.95; $5.95; $3.75","5.95; 5.95; 3.75","$5.95; $5.95","Western Omelet; American Omelet; Two Eggs, Any Style","Breakfast Omelets","USD; USD; USD","Veggie Omelet; Spanish Omelet","USD; USD","5.95; 5.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$3.50; $1.50","3.5; 1.5","$1.50; $1.00","Home Fries; Bacon","Breakfast Sides","USD; USD","Sausage; Toast","USD; USD","1.5; 1"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$2.50; $3.75; $2.75; $4.75; $3.25; $3.95","2.5; 3.75; 2.75; 4.75; 3.25; 3.95","$2.95; $3.50; $2.50; $6.99; $2.25; $0.99","Cactus Slaw; Chili Cheese Fries; Cajun Fries; Fuego Fries; Onion Rings; Garden Salad","Starters","USD; USD; USD; USD; USD; USD","Garlic Fries; Cheese Fries; French Fries; Chicken Tenders & Fries; Homemade Cole Slaw; Homemade Potato Chips","USD; USD; USD; USD; USD; USD","2.95; 3.5; 2.5; 6.99; 2.25; 0.99"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$3.75; $4.95","3.75; 4.95","$3.95","Chicken Noodle Soup; Chicken & Rice With Spinach Soup; Homemade Chili","Soups","USD; USD","Chicken Tortellini Soup; Soup of the Day","USD","3.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$7.95; $10.95; $10.95; $9.95; $9.95; $7.95; $10.95","7.95; 10.95; 10.95; 9.95; 9.95; 7.95; 10.95","$9.95; $8.95; $10.95; $9.95; $6.95; $8.50","Create Your Own Salad; Steak House Salad; Buffalo Chicken Salad; Chopstick Chicken Salad; Sofia`s Salad; Caesar Salad with Chicken; Caesar Salad with Steak","Salads","USD; USD; USD; USD; USD; USD; USD","Hi-Lo-No Salad; BLT Salad; Sedona Cobb Salad; Healthy Choice Salad; Caesar Salad; Caesar Salad with Cajun Chicken","USD; USD; USD; USD; USD; USD","9.95; 8.95; 10.95; 9.95; 6.95; 8.5"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$6.95; $7.95; $6.95","6.95; 7.95; 6.95","$7.95; $6.95; $7.95","Caprese Sandwich; California Wrap; Veggie Wrap","Diet & Vegetarian","USD; USD; USD","Veggie Lovers ``Cheesesteak``; Diet Tuna Wrap; Hilltop Delight","USD; USD; USD","7.95; 6.95; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$9.95; $8.95; $7.95; $7.95","9.95; 8.95; 7.95; 7.95","$9.95; $10.95; $9.95; $7.95","West Texas Cajun Wrap; Chicken Fajita Wrap; Chicken Caesar Wrap; Turkey Club Wrap","Wraps","USD; USD; USD; USD","Burrito Loco; Steak Fajita Wrap; Buffalo Chicken Wrap; Cuban Reuben Wrap","USD; USD; USD; USD","9.95; 10.95; 9.95; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$7.95; $7.95","7.95; 7.95","$8.95; $8.95","Veggie Quesadilla; Bacon Jalapeño Quesadilla","Quesadillas","USD; USD","Chipotle Chicken Quesadilla; BBQ Chicken Quesadilla","USD; USD","8.95; 8.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$7.95; $7.95; $5.95","7.95; 7.95; 5.95","$7.95; $7.95","Chicken Salad BLT Sandwich; Phoenix Tuna Melt; Create Your Own Sandwich","Sandwiches","USD; USD; USD","Turkey Reuben Sandwich; Daniel Sun Sandwich","USD; USD","7.95; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$8.95; $9.95; $8.95","8.95; 9.95; 8.95","$9.95; $9.95; $9.95","Philly Chicken Cheesesteak; Colorado Chicken Sandwich; Killer Cajun Sandwich","Chicken ``Cheesesteaks``","USD; USD; USD","Gigi`s Chicken ``Cheesesteak`` Sandwich; Westchester Chicken Sandwich; Bacon Chicken Caesar Sandwich","USD; USD; USD","9.95; 9.95; 9.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$8.95; $9.95; $10.95","8.95; 9.95; 10.95","$10.75; $10.95; $10.95","Traditional Cheesesteak Sandwich; Chili Cheese Steak Sandwich; Tuscon Monster Cheesesteak Sandwich","Authentic Philly Cheesesteaks","USD; USD; USD","Southwestern Cheesesteak Sandwich; Backyard BBQ Cheesesteak Sandwich; Triple Threat Cheesesteak Sandwich","USD; USD; USD","10.75; 10.95; 10.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$5.95; $7.95; $7.50; $7.50; $7.95","5.95; 7.95; 7.5; 7.5; 7.95","$6.95; $7.95; $7.50; $7.95","Hamburger; Brooklyn Burger; Patty Melt Burger; Chili Cheeseburger; Hilltop Classic Burger","Amazing Burgers","USD; USD; USD; USD; USD","Cheeseburger; Red, White & Bleu Burger; Blue Cactus Burger; Big Dipper Burger","USD; USD; USD; USD","6.95; 7.95; 7.5; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$3.95; $2.00; $2.75","3.95; 2; 2.75","$1.50; $3.95; $3.95","Homemade Banana Pudding; Homemade Brownie; Fresh Cut Watermelon","Desserts & Fresh Fruit","USD; USD; USD","Homemade Cookies; Fresh Mixed Fruit; Fresh Greek Yogurt With Granola & Fruit","USD; USD; USD","1.5; 3.95; 3.95"
,,,,,,,,"http://www.seamless.com/food-delivery/blue-cactus-grill-norwalk-westport.16292.r","$1.75; $1.50; $1.75; $1.75; $1.75; $1.75","1.75; 1.5; 1.75; 1.75; 1.75; 1.75","$1.00; $2.00; $2.00; $1.75; $1.75","Bottled Soda; Bottled Water; Snapple; Fresh Lemonade; Coffee; Fresh Brewed Iced Tea","Beverages","USD; USD; USD; USD; USD; USD","Canned Soda; Vitamin Water; Gatorade; Orange Juice; Hot Tea","USD; USD; USD; USD; USD","1; 2; 2; 1.75; 1.75"
"07302","City Diner (Jersey City)","31 Montgomery St.","Jersey City","(201) 721-5331","$$","Diner","NJ","http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$2.50; $3.50; $3.50; $2.95; $3.95; $2.00","2.5; 3.5; 3.5; 2.95; 3.95; 2","$1.95; $3.50; $3.50; $2.25; $3.95","Soda; San Pellegrino Sparkling Water; Milk; Juice; Regular Lemonade; Lipton Sparkling Iced Tea","Beverages","USD; USD; USD; USD; USD; USD","Bottled Water; Aqua Pana; Chocolate Milk; Fresh Brewed Iced Tea; Strawberry Lemonade","USD; USD; USD; USD; USD","1.95; 3.5; 3.5; 2.25; 3.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$2.25; $3.50; $2.95; $2.25; $2.95; $3.50; $2.95","2.25; 3.5; 2.95; 2.25; 2.95; 3.5; 2.95","$2.25; $3.50; $3.50; $2.25; $2.95; $2.25","Coffee; Latte; Americano; Hot Tea; Hot Chocolate; Iced Latte; Iced Americano","Coffee Bar","USD; USD; USD; USD; USD; USD; USD","Espresso; Cappuccino; Chai Latte; Herbal Tea; Iced Greek Frappe; Iced Coffee","USD; USD; USD; USD; USD; USD","2.25; 3.5; 3.5; 2.25; 2.95; 2.25"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$8.50; $8.95; $9.95; $16.95","8.5; 8.95; 9.95; 16.95","$8.50; $8.50; $14.50; $13.95","Eggs Benedict; Florentine Benedict; Huevos Rancheros; Steak and Eggs","Morning Favorites","USD; USD; USD; USD","Jersey Benedict; Corned Beef Hash and Eggs; Chicken and Waffles Breakfast; Loxed and Loaded","USD; USD; USD; USD","8.5; 8.5; 14.5; 13.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$9.50; $6.95; $7.95","9.5; 6.95; 7.95","$4.95; $8.50; $7.95","Pancakes & Egg Supreme; Strawberries and Bananas Pancakes; Nutella Banana Crunch Pancakes","Buttermilk Pancakes","USD; USD; USD","Old Fashioned Buttermilk Pancakes; Double Berry Pancakes; Peanut Butter and Banana Pancakes","USD; USD; USD","4.95; 8.5; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$5.50; $10.95","5.5; 10.95","$7.50; $10.95","Original Malted Waffle; Banana Split Waffle","Waffles","USD; USD","Berries and Cream Waffle; Waffle & Eggs Supreme","USD; USD","7.5; 10.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$4.95; $6.95; $9.50","4.95; 6.95; 9.5","$5.95; $6.95; $8.50","Classic French Toast; Chocolate Hazelnut Stuffed French Toast; French Toast & Eggs Supreme","French Toast","USD; USD; USD","Bananas & Cream French Toast; Angelina's Favorite French Toast; French Toast a La King","USD; USD; USD","5.95; 6.95; 8.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$5.95; $7.95","5.95; 7.95","$6.95; $3.95","Classic Greek Organic Yogurt; Mixed Fruit Parfait Greek Organic Yogurt","Yogurt and Cereal","USD; USD","Blueberry Parfait Greek Organic Yogurt; Box of Cold Cereal","USD; USD","6.95; 3.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$8.95; $8.50; $9.95; $11.95; $5.50","8.95; 8.5; 9.95; 11.95; 5.5","$8.95; $7.95; $9.95; $4.50","Harvest Market Omelette; The Athenian Omelette; California Omelette; The Super Nova Omelette; Create-Your Own Egg White Omelette","Specialty Omelettes","USD; USD; USD; USD; USD","Little Italy Omelette; The Denver Omelette; The Carnegie Omelette; Create Your Own 3-Egg Omelette","USD; USD; USD; USD","8.95; 7.95; 9.95; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$8.95; $10.50","8.95; 10.5","$11.95; $11.50","Veggie Power Omelet; Life Omelet","Energy Omelettes","USD; USD","Powerhouse Omelette; Chicken Protein Omelette","USD; USD","11.95; 11.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$4.25; $6.95; $6.95; $6.95; $7.25","4.25; 6.95; 6.95; 6.95; 7.25","$6.95; $6.95; $7.25; $7.25","Two Large Eggs; Bacon & Eggs; Sausage & Eggs; Virginia Ham & Eggs; Corned Beef & Eggs","Fresh Cracked Eggs & Morning Favorites","USD; USD; USD; USD; USD","Taylor Ham & Eggs; Canadian Bacon & Eggs; Grilled Chicken & Eggs; Pastrami & Eggs","USD; USD; USD; USD","6.95; 6.95; 7.25; 7.25"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$7.95; $8.95; $5.95; $6.95","7.95; 8.95; 5.95; 6.95","$6.95; $6.95; $7.50; $4.50","Croque Madam Croissant; Ranchito Breakfast Burrito; Jersey City Breakfast Wrap; Hoboken Breakfast Wrap","Breakfast Wraps & Sandwiches","USD; USD; USD; USD","Nutella Berry Croissant; 5 Alarm Wrap; Bayonne Breakfast Wrap; Breakfast Sandwich","USD; USD; USD; USD","6.95; 6.95; 7.5; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$3.00; $3.00; $3.00; $3.00; $4.00; $1.95; $1.50; $1.50; $4.00","3; 3; 3; 3; 4; 1.95; 1.5; 1.5; 4","$3.00; $3.00; $3.00; $5.00; $3.00; $1.95; $2.95; $1.95","Smoked Bacon; Sausage; Chicken Breast; Homefries; Fresh Fruit Salad; Muffin; Bagel; English Muffin; Turkey","Breakfast Sides","USD; USD; USD; USD; USD; USD; USD; USD; USD","Taylor Ham; Virginia Ham; Canadian Bacon; Corned Beef Hash; Cottage Cheese; Croissant; Bagel with Cream Cheese; Buttered Brioche Roll","USD; USD; USD; USD; USD; USD; USD; USD","3; 3; 3; 5; 3; 1.95; 2.95; 1.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$9.95; $7.95; $9.95; $12.95; $7.95","9.95; 7.95; 9.95; 12.95; 7.95","$7.95; $9.95; $9.95; $8.95; $12.95","Wings; Veggie Flatbread; Ultimate Classic Nachos; Blackened Chicken Quesadilla; Feta Bruschetta","Appetizers","USD; USD; USD; USD; USD","BBQ Chicken Flatbread; Golden Fried Chicken Fingers; Crispy Calamari; Loaded Potato Skins; BBQ Baby Back Ribs","USD; USD; USD; USD; USD","7.95; 9.95; 9.95; 8.95; 12.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$4.50; $6.95; $7.95; $8.25","4.5; 6.95; 7.95; 8.25","$5.95; $4.50; $9.95","Daily Soup; Homemade Beef & Bean Chili; Daily Soup & Salad Combo; Tomato Soup & Grilled Cheese Combo","Homemade Soups","USD; USD; USD; USD","French Onion Soup; Tomato Basil Soup; Daily Soup & Sandwich Combo","USD; USD; USD","5.95; 4.5; 9.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$12.50; $9.50; $14.95; $14.50","12.5; 9.5; 14.95; 14.5","$8.50; $13.50; $12.50; $9.95","Asian Chicken Peasant Salad; Greek Salad; Crispy Calamari Salad; California Cobb Salad","Entrée Salads","USD; USD; USD; USD","Classic Caesar Salad; Buffalo Chicken Salad; City Harvest Spinach Salad; Roasted Beet Salad","USD; USD; USD; USD","8.5; 13.5; 12.5; 9.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$9.95; $7.95; $5.95; $8.95","9.95; 7.95; 5.95; 8.95","$7.95; $8.95; $5.50","Sweet Porky's BBQ Fries; Hummus Sweet Fries; Disco Fries; Peanut Butter Cup Fries","The Fry Shop","USD; USD; USD; USD","Buffalo Fries; Bacon Bleu Potato Chip Platter; Sweet Potato Wedges","USD; USD; USD","7.95; 8.95; 5.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$12.95; $11.95; $12.95; $8.50; $10.95; $9.50; $9.95; $9.95; $10.50","12.95; 11.95; 12.95; 8.5; 10.95; 9.5; 9.95; 9.95; 10.5","$10.95; $12.95; $10.50; $14.95; $9.95; $9.50; $9.95; $9.95; $10.50","Blackened Chicken and Avocado Wrap; Firecracker Meatloaf Sandwich; California Cobb Wrap; Classic BLT Sandwich; Turkey Avocado BLT; Classic Tuna Melt; Mediterranean Veggie Wrap; Cranberry Walnut Chicken Salad Wrap; Chicken Philly Fire Melt","Premium Sandwiches","USD; USD; USD; USD; USD; USD; USD; USD; USD","Mikey's Reuben Sandwich; Southern BBQ Pulled Pork Sandwich; Philly Cheesesteak Sandwich; Blackened Salmon and Avocado BLT; Grecian Gyro; Buffalo Chicken Stack; Grilled Veggie Parmesan; Chicken Caesar Wrap; Chicken Parmesan Sandwich","USD; USD; USD; USD; USD; USD; USD; USD; USD","10.95; 12.95; 10.5; 14.95; 9.95; 9.5; 9.95; 9.95; 10.5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$9.50; $10.95; $10.95; $10.50; $10.95; $10.95; $10.50","9.5; 10.95; 10.95; 10.5; 10.95; 10.95; 10.5","$11.95; $12.95; $12.95; $11.95; $10.95; $10.95","Classic Cheeseburger; Bacon Cheddar Burger; Mushroom Swiss Burger; Italiano Burger; Mediterranean Turkey Burger; Veggie Slaw Burger; Veggie Jalapeno Griller","Burgers","USD; USD; USD; USD; USD; USD; USD","The Jersey Boy Burger; South of the Border Burger; Chili Jalapeño Burger; Tex Mex Turkey Burger; BBQ Turkey Burger; Veggie Burger Florentine","USD; USD; USD; USD; USD; USD","11.95; 12.95; 12.95; 11.95; 10.95; 10.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$16.95; $13.50; $17.95; $19.95; $11.95","16.95; 13.5; 17.95; 19.95; 11.95","$14.50; $10.95; $14.50; $15.95; $16.25","Shrimp Cavatappi; Spaghetti & Meatballs; Shrimp Santorini; Lobster Ravioli; Grown Up Macaroni & Cheese","Pasta Entrées","USD; USD; USD; USD; USD","Pasta Primavera; Linguini Alfredo; Organic Whole Wheat Penne and Chicken; Wild Mushroom Ravioli; Chicken Milanaise","USD; USD; USD; USD; USD","14.5; 10.95; 14.5; 15.95; 16.25"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$17.95; $15.95; $11.95; $15.95; $14.95; $14.95; $25.95","17.95; 15.95; 11.95; 15.95; 14.95; 14.95; 25.95","$16.25; $14.95; $15.95; $18.95; $25.95; $39.95; $21.95","Calamari and Shrimp; Firecracker Meatloaf Dinner; Vegetarian Mediterranean Veggie Saute Dinner; Beer Battered Fish n' Chips; Fried Chicken Basket; Half Rack BBQ Baby Back Ribs; Grilled Skirt Steak","Classic Entrées","USD; USD; USD; USD; USD; USD; USD","Chicken Parmigiana; Mediterranean Chicken and Veggie Saute; Chicken and Waffle Dinner; Pan Seared Salmon; Full Rack BBQ Baby Back Ribs; Cowboy Steak; Charbroiled Porterhouse Pork Chop","USD; USD; USD; USD; USD; USD; USD","16.25; 14.95; 15.95; 18.95; 25.95; 39.95; 21.95"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$4.00; $5.00; $4.00; $4.00; $4.00; $4.00; $4.00; $6.00","4; 5; 4; 4; 4; 4; 4; 6","$6.00; $6.00; $3.00; $6.00; $4.00; $4.00; $4.00; $6.00","Creole Slaw; Sauteed Spinach; Best Home Fries in the World; Market Vegetables; Cottage Cheese; Red Skinned Mashed Potatoes; French Fries; Really Big Baked Potato with Bacon and Cheddar","Entree Sides","USD; USD; USD; USD; USD; USD; USD; USD","Double Side of Creole Slaw; Grilled Asparagus; Black Beans; Guacamole; Fruit Salad; Garlic Mashed Potatoes; Really Big Baked Potato; Really Big Baked Potato with Broccoli and Cheddar","USD; USD; USD; USD; USD; USD; USD; USD","6; 6; 3; 6; 4; 4; 4; 6"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$4.50; $5.00; $5.00","4.5; 5; 5","$5.00; $5.00","The Classic Milk Shake; Mocha Brownie Mudslide; The Pink Panda","Delicious Crafty Shakes","USD; USD; USD","Oreo Cookies & Cream Milkshake; Chunky Monkey","USD; USD","5; 5"
,,,,,,,,"http://www.seamless.com/food-delivery/city-diner-jersey-city-jersey-city.27100.r","$2.95; $10.95; $8.50; $6.95; $6.95; $6.95; $7.95","2.95; 10.95; 8.5; 6.95; 6.95; 6.95; 7.95","$2.95; $4.50; $6.95; $8.50; $6.95; $7.95","Giant Chocolate Chip Cookie; Banana Split Waffle; Cookie Monster; Chocolate Blackout; Carrot Cake with Cream Cheese Icing; New York Strawberry Cheesecake; Dulce de Leche Cake","Desserts","USD; USD; USD; USD; USD; USD; USD","Red Velvet Cookie; Muffin; Salted Caramel Cheesecake; Warm Giant Brownie a la Mode; New York Cheesecake; Red Velvet Cheesecake","USD; USD; USD; USD; USD; USD","2.95; 4.5; 6.95; 8.5; 6.95; 7.95"
"10017","Bread & Butter (47th St.)","757 3rd Avenue","New York","(212) 588-0444","$","Salads","NY","http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r","$3.25; $5.25; $5.95; $5.95; $5.95; $5.95; $3.75","3.25; 5.25; 5.95; 5.95; 5.95; 5.95; 3.75","$5.74; $5.95; $5.95; $5.95; $5.95; $5.95","Egg Sandwich; Grilled Cheese Sandwich; 1. Egg Whites Breakfast Wrap; 3. Egg Scramble Breakfast Wrap; 5. Breakfast BLT; Egg White, Turkey, & Provolone Croissant; Two Egg Sandwich","Breakfast Sandwiches and Wraps","USD; USD; USD; USD; USD; USD; USD","Egg White with Vegetable Sandwich; BLT Sandwich; 2. Mushroom Breakfast Wrap; 4. Egg Whites & Turkey Breakfast Croissant; Western Croissant with Cheddar; Egg White, Bacon, & Swiss Croissant","USD; USD; USD; USD; USD; USD","5.74; 5.95; 5.95; 5.95; 5.95; 5.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r","$5.95; $5.95; $6.95","5.95; 5.95; 6.95","$6.95; $6.95; $6.95","French Toast; Pancakes; Blueberry Pancakes","French Toast and Pancakes","USD; USD; USD","French Toast with Two Eggs; Pancakes with Two Eggs; Banana Nut Strawberry Pancakes","USD; USD; USD","6.95; 6.95; 6.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r","$6.95; $6.95; $6.95","6.95; 6.95; 6.95","$6.95; $6.95","Western Omelette; Mediterranean Omelette; Spanish Omelette","Omelettes","USD; USD; USD","Atkin`s Special Omelette; Ham & Cheese Omelette","USD; USD","6.95; 6.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r","$1.00; $2.00; $2.00","1; 2; 2","$2.00; $2.00","Bagel; Yogurt Muffin; Pound Cake","Bagels, Muffins, Pastries and Desserts","USD; USD; USD","Muffin; 97% Fat-Free Muffin","USD; USD","2; 2"
,,,,,,,,"http://www.seamless.com/food-delivery/bread-butter-47th-st-new-york-city.26028.r","$3.90; $4.50","3.9; 4.5","$3.75; $3.50","Homemade Crunch Granola; Fresh Fruit Cups","Breakfast Parfaits, Yogurts, Oatmeal and More","USD; USD","Nonfat Yogurt Parfait; Fresh Squeezed Orange Juice","USD; USD","3.75; 3.5"
